year;country;commodity_group;main_commercial_species;preservation;presentation;value(EUR);volume(kg);price
2012;Spain;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;       904000,00;        33000,00;           27,39
2012;Spain;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     39659000,00;     16307000,00;            2,43
2005;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Scallop;PS5 Unspecified;PR4 Unspecified;       141000,00;        70000,00;            2,01
2006;Austria;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;        11000,00;         2000,00;            5,50
2001;Slovenia;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2001;Slovenia;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Portugal;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;       269000,00;        24000,00;           11,21
2006;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel, other;PS5 Unspecified;PR4 Unspecified;       146000,00;       373000,00;            0,39
2006;Portugal;Crustaceans;Shrimp, miscellaneous;PS5 Unspecified;PR4 Unspecified;         1000,00;         1000,00;            1,00
2006;Bulgaria;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2005;United Kingdom;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Germany;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;       226000,00;        60000,00;            3,77
2006;Denmark;Groundfish;Cod;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Denmark;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Estonia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      1890000,00;       520000,00;            3,63
2006;Greece;Miscellaneous aquatic products;Other products;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Greece;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;        14000,00;         3000,00;            4,67
2006;Greece;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;      1227000,00;            0,00;
2006;Czech Republic;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;        73000,00;        34000,00;            2,15
2006;Germany;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Germany;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;        20000,00;         3000,00;            6,67
2006;Germany;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;       774000,00;        86000,00;            9,00
2006;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;     13164000,00;      1085000,00;           12,13
2006;Spain;Flatfish;Sole, common;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Spain;Tuna and tuna-like species;Tuna, yellowfin;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2012;France;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;    397037000,00;     80353000,00;            4,94
2016;Spain;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;     54511000,00;      7306490,00;            7,46
2016;Finland;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      6962000,00;       765000,00;            9,10
2016;France;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;     11564000,00;      1584000,00;            7,30
2016;France;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;         1917,00;       275000,00;            0,01
2016;France;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       125251,00;       619725,00;            0,20
2016;Croatia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      1573290,00;       466820,00;            3,37
2001;Italy;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      6780000,00;      1350000,00;            5,02
2001;Italy;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;       374000,00;        19000,00;           19,68
2001;Italy;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2001;France;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;    103213000,00;     48825000,00;            2,11
2001;Latvia;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2016;Croatia;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;         5000,00;          550,00;            9,09
2016;Hungary;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     21506377,84;     12223141,00;            1,76
2006;France;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;    258424000,00;    117150000,00;            2,21
2012;Ireland;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;     75701000,00;     12440000,00;            6,09
2012;Italy;Crustaceans;Shrimp, miscellaneous;PS5 Unspecified;PR4 Unspecified;        78000,00;        15000,00;            5,20
2001;France;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;      1053000,00;       352000,00;            2,99
2012;Latvia;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        27000,00;        11000,00;            2,45
2016;Lithuania;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      1097069,94;       327860,00;            3,35
2016;Malta;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;       256204,00;        38818,00;            6,60
2016;Malta;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;     10330324,13;      2221213,00;            4,65
2016;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     44820900,00;     53174800,00;            0,84
2016;Poland;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      3087035,50;       947873,20;            3,26
2016;Poland;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       128063,91;        19721,20;            6,49
2016;Poland;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;      1307955,49;       271788,00;            4,81
2016;Poland;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;       384610,00;       150000,00;            2,56
2016;Romania;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        53545,32;        17997,00;            2,98
2012;Poland;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     31717372,00;     11317000,00;            2,80
2012;Portugal;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;      4752000,00;       895000,00;            5,31
2012;Sweden;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;       912000,00;        93000,00;            9,81
2012;Slovenia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       365000,00;       137000,00;            2,66
2012;Slovenia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      1673000,00;       557000,00;            3,00
2012;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Scallop;PS5 Unspecified;PR4 Unspecified;       124000,00;         7000,00;           17,71
2013;Austria;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       104171,00;         6000,00;           17,36
2016;Romania;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;       111281,06;        20000,00;            5,56
2016;Slovenia;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;       410000,00;        70000,00;            5,86
2016;Slovenia;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;        52000,00;         5000,00;           10,40
2016;Slovenia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       330000,00;       149800,00;            2,20
2016;Slovenia;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;       304000,00;       607000,00;            0,50
2016;Slovakia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       775000,00;       407280,00;            1,90
2016;United Kingdom;Flatfish;Halibut, Atlantic;PS5 Unspecified;PR4 Unspecified;      1046517,30;        67000,00;           15,62
2016;United Kingdom;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     53188771,12;     14150430,00;            3,76
2017;Bulgaria;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     11579439,29;      2975772,00;            3,89
2013;Bulgaria;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;        70757,00;        32000,00;            2,21
2013;Bulgaria;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      9865451,00;      2892000,00;            3,41
2003;Portugal;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;      7114000,00;      1384000,00;            5,14
2003;Romania;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      2082000,00;      2177000,00;            0,96
2006;Ireland;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     42885000,00;     33243000,00;            1,29
2006;Ireland;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Italy;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;      4194000,00;      1163000,00;            3,61
2006;Italy;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;    231633000,00;     62095000,00;            3,73
2001;Cyprus;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;      1159000,00;        75000,00;           15,45
2003;Spain;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      2144000,00;       334000,00;            6,42
2013;Germany;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       578452,82;        55000,00;           10,52
2013;Estonia;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;        16858,00;            0,00;
2013;Estonia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      1508150,00;       223000,00;            6,76
2017;Germany;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     23707859,61;     16856000,00;            1,41
2017;Germany;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;      2668800,00;        36400,00;           73,32
2017;Denmark;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      5877400,00;       531900,00;           11,05
2000;Romania;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     10925000,00;      7685000,00;            1,42
2017;Spain;Flatfish;Sole, other;PS5 Unspecified;PR4 Unspecified;     11398300,00;      1012400,00;           11,26
2000;Sweden;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      1725000,00;       273000,00;            6,32
2000;Sweden;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Sweden;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     12189000,00;      3777000,00;            3,23
2017;Spain;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;      1495300,00;       143500,00;           10,42
2013;Spain;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       798814,00;       102000,00;            7,83
2013;Spain;Other marine fish;Seabass, other;PS5 Unspecified;PR4 Unspecified;         5860,00;         2000,00;            2,93
2013;Finland;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;       620060,00;       103000,00;            6,02
2013;Finland;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;        28660,00;         1000,00;           28,66
2013;France;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;     24115000,00;      3958000,00;            6,09
2013;Croatia;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;       156504,00;        17000,00;            9,21
2013;Hungary;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     19613821,00;     11881000,00;            1,65
2000;Slovenia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      2830000,00;       870000,00;            3,25
2017;Finland;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      7310900,00;       799000,00;            9,15
2017;France;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      4662000,00;      4200000,00;            1,11
2017;France;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       600000,00;       200000,00;            3,00
2017;Hungary;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     27964754,11;     13907037,00;            2,01
2007;Denmark;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2007;Germany;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     14651000,00;     10539000,00;            1,39
2017;Hungary;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      2299125,15;       838087,00;            2,74
2007;Germany;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;            0,00;         1000,00;
2017;Ireland;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;PS5 Unspecified;PR4 Unspecified;        26600,00;         4200,00;            6,33
2017;Lithuania;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       610633,93;       166650,00;            3,66
2017;Lithuania;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        44875,10;        12860,00;            3,49
2003;Czech Republic;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       147000,00;        68000,00;            2,16
2003;Germany;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     69825000,00;     23275000,00;            3,00
2003;Denmark;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2008;Portugal;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;         6527,00;         1000,00;            6,53
2008;Portugal;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;       138564,00;        16000,00;            8,66
2008;Portugal;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;       103082,00;        26000,00;            3,96
2008;Sweden;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      1373729,00;       172000,00;            7,99
2013;Ireland;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      2794951,00;       908000,00;            3,08
2013;Italy;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      6904108,00;       642000,00;           10,75
2013;Italy;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;       400198,00;        49000,00;            8,17
2013;Latvia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      1068457,00;       529000,00;            2,02
2013;Malta;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;      1444821,00;       277122,00;            5,21
2013;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;      3719339,00;      2958000,00;            1,26
2013;Netherlands;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;       749796,70;       100000,00;            7,50
2013;Poland;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      2939245,99;       904940,00;            3,25
2000;Slovakia;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2005;Finland;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     45447000,00;     13713000,00;            3,31
2000;United Kingdom;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
